# Version 1.00
#
freq[Hz],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
9.921348314606741E+009,-3.559923146288592E-002,6.816879710510514E-002,-8.318225900006179E+001,-3.347279502672293E+000,-2.228097371006017E+001,3.735411511914624E+000,-8.318225900006179E+001,-2.267015680284831E+001,
9.922569614069370E+009,-3.343194795591029E-002,7.043325809741138E-002,-8.404326073714013E+001,-5.767900793498447E+000,-2.216200793207460E+001,3.664750107263308E+000,-8.404326073714013E+001,-2.431128150637206E+001,
9.923790913531998E+009,-2.914620976949901E-002,7.121925490380877E-002,-7.841738659969386E+001,-5.926753041913526E+000,-2.227554785387016E+001,3.537643628944093E+000,-7.841738659969386E+001,-2.354432523940574E+001,
9.925012212994627E+009,-2.550544716983495E-002,7.277591548533581E-002,-8.268672155160633E+001,-3.698518584859083E+000,-2.225712160585183E+001,3.524067431632961E+000,-8.268672155160633E+001,-2.643872836337060E+001,
9.926233512457254E+009,-2.194217565450717E-002,7.299813834387417E-002,-8.240169025461988E+001,-9.548973455812174E+000,-2.235809869191740E+001,3.402836769975774E+000,-8.240169025461988E+001,-2.772766552186243E+001,
9.927454811919884E+009,-1.848288441009507E-002,7.466660160888186E-002,-7.090434842579531E+001,-5.662291780989407E+000,-2.227919099144857E+001,3.445721230613982E+000,-7.090434842579531E+001,-2.759469705067045E+001,
9.928676111382511E+009,-1.472098273818154E-002,7.486934351516611E-002,-7.213706347006129E+001,-1.553803271283121E+001,-2.234918405111455E+001,3.332000129706613E+000,-7.213706347006129E+001,-2.990720433852441E+001,
9.929897410845139E+009,-1.083878519609034E-002,7.536284577674383E-002,-7.477180944908567E+001,-1.199317056988668E+001,-2.236793868663522E+001,3.274904110815364E+000,-7.477180944908567E+001,-2.787663158526143E+001,
9.931118710307768E+009,-6.645199572342049E-003,7.570042634258281E-002,-8.192844313561758E+001,-1.352585937409132E+001,-2.238469578109900E+001,3.275023172641191E+000,-8.192844313561758E+001,-3.084279390621651E+001,
9.932340009770395E+009,-3.188037403858735E-003,7.584077652649535E-002,-8.411470816233064E+001,-2.781926924886395E+001,-2.239427728410167E+001,3.115106936025047E+000,-8.411470816233064E+001,-2.768178395839729E+001,
9.933561309233025E+009,7.759202605423230E-004,7.579515871301841E-002,-7.507287134974780E+001,-1.296707464393878E+001,-2.240671555982675E+001,3.168195224504382E+000,-7.507287134974780E+001,-2.582969361631706E+001,
9.934782608695652E+009,4.266630143317377E-003,7.500599720059907E-002,-7.771323014599069E+001,-4.370155104639895E+000,-2.248405011726173E+001,3.103904081054396E+000,-7.771323014599069E+001,-2.436832218287618E+001,
9.936003908158281E+009,8.124950583241145E-003,7.486861619872011E-002,-7.920460584057553E+001,-5.742550704437789E+000,-2.246315501649570E+001,3.160940671751745E+000,-7.920460584057553E+001,-2.319594490410885E+001,
9.937225207620909E+009,1.161299120722740E-002,7.382449159386692E-002,-9.664336370622530E+001,-6.431586802166080E+000,-2.252983267116339E+001,3.109158044882697E+000,-9.664336370622530E+001,-2.327081110513820E+001,
9.938446507083536E+009,1.542483564199574E-002,7.177288488452839E-002,-8.035175889032144E+001,-8.008944055553817E+000,-2.268469851665357E+001,3.017135471055270E+000,-8.035175889032144E+001,-2.197946607709087E+001,
9.939667806546166E+009,1.816031924794986E-002,7.085993202331024E-002,-7.711377999094979E+001,-1.415176002487330E+001,-2.271570960735417E+001,2.894789800585944E+000,-7.711377999094979E+001,-2.322079458429960E+001,
9.940889106008793E+009,2.223522111504032E-002,6.920506272059880E-002,-8.251099544817173E+001,-1.215432063319756E+001,-2.277058087322228E+001,2.939414852124928E+000,-8.251099544817173E+001,-2.380552786521508E+001,
9.942110405471422E+009,2.605616354957558E-002,6.776488107594822E-002,-9.284906031903003E+001,-2.712202699476391E+000,-2.278106755872398E+001,2.877032674345733E+000,-9.284906031903003E+001,-2.615210383072679E+001,
9.943331704934050E+009,2.878774653049463E-002,6.574918450475301E-002,-8.154769629493437E+001,-2.312203132380940E+001,-2.288050310879735E+001,2.964300004188871E+000,-8.154769629493437E+001,-2.572264509321547E+001,
9.944553004396679E+009,3.248996461472471E-002,6.376338453090066E-002,-7.137978079358979E+001,-1.241952783630992E+001,-2.290614100630839E+001,2.840508705748706E+000,-7.137978079358979E+001,-2.712466661368049E+001,
9.945774303859306E+009,3.462862894967053E-002,6.187370635661828E-002,-7.637121537499918E+001,-7.511396398994610E+000,-2.298648138311386E+001,2.963882757033359E+000,-7.637121537499918E+001,-2.997689516789729E+001,
9.946995603321934E+009,3.824200227774505E-002,5.930409288559039E-002,-7.371945549752037E+001,-5.842460312795063E+000,-2.302820702429651E+001,2.840979408501540E+000,-7.371945549752037E+001,-2.931789711659849E+001,
9.948216902784563E+009,4.035251339447703E-002,5.610685354985337E-002,-7.215700763338651E+001,-1.334369237829296E+001,-2.320908007170370E+001,2.806385774177814E+000,-7.215700763338651E+001,-2.879327464647707E+001,
9.949438202247191E+009,4.385538605529129E-002,5.416929162205418E-002,-7.105067767571053E+001,-2.009786434803680E+000,-2.313577620628887E+001,2.808194209374075E+000,-7.105067767571053E+001,-2.527750038766971E+001,
9.950659501709820E+009,4.592913393566746E-002,5.101678769625768E-002,-7.813123740910467E+001,-5.677844038331959E+000,-2.326776472067637E+001,2.892216709452443E+000,-7.813123740910467E+001,-2.553690116883727E+001,
9.951880801172447E+009,4.777387148176562E-002,4.773972405138516E-002,-7.493559883162577E+001,-8.569708843981013E+000,-2.340899552069767E+001,2.870404487573954E+000,-7.493559883162577E+001,-2.429747200029390E+001,
9.953102100635077E+009,4.978513285263662E-002,4.439449971428927E-002,-7.915145210986054E+001,-1.515419540225891E+001,-2.351695518041970E+001,2.811731122594726E+000,-7.915145210986054E+001,-2.326853561785606E+001,
9.954323400097704E+009,5.193512376668229E-002,4.135377307763991E-002,-7.320380749031348E+001,-9.032334141495182E+000,-2.355818357589930E+001,2.817740841545728E+000,-7.320380749031348E+001,-2.321935697649662E+001,
9.955544699560331E+009,5.361508173352088E-002,3.811191314096707E-002,-7.276217956655187E+001,-8.265721775444428E+000,-2.363803578675188E+001,2.821025738202993E+000,-7.276217956655187E+001,-2.392168075480342E+001,
9.956765999022961E+009,5.493689137282642E-002,3.463208573944392E-002,-7.442553109727130E+001,-9.380006476908072E+000,-2.374950737501712E+001,2.828496954719275E+000,-7.442553109727130E+001,-2.330925484685000E+001,
9.957987298485588E+009,5.684402590232719E-002,3.146829559847374E-002,-7.642721409401426E+001,-2.176401934248600E+001,-2.374533524418367E+001,2.787886507598719E+000,-7.642721409401426E+001,-2.414832563449259E+001,
9.959208597948217E+009,5.739401596752216E-002,2.736497563371139E-002,-6.950865047897025E+001,-2.225249636905208E+001,-2.393305393629194E+001,2.769519313619815E+000,-6.950865047897025E+001,-2.442424468034147E+001,
9.960429897410845E+009,5.827832381566608E-002,2.394603419772588E-002,-7.459663396124103E+001,-4.897880215736697E+000,-2.401234044087842E+001,2.790701678116853E+000,-7.459663396124103E+001,-2.607586190932408E+001,
9.961651196873474E+009,5.880692431890879E-002,2.013854366117144E-002,-8.230542346908027E+001,-6.199757234490692E+000,-2.412983643395419E+001,2.661550292892996E+000,-8.230542346908027E+001,-2.697736611479218E+001,
9.962872496336102E+009,5.895278102959937E-002,1.581628585556505E-002,-7.662886139403084E+001,-7.737582095756795E+000,-2.428805489899747E+001,2.684139084626394E+000,-7.662886139403084E+001,-3.005324619187571E+001,
9.964093795798729E+009,5.957846344898749E-002,1.213477829077712E-002,-7.725242192239426E+001,-9.659930350084391E+000,-2.432168622760637E+001,2.734937124141779E+000,-7.725242192239426E+001,-3.198267585922719E+001,
9.965315095261358E+009,5.955190797112073E-002,8.688053961107096E-003,-8.032194505472030E+001,-2.199202630525335E+000,-2.441062102801891E+001,2.784105101110691E+000,-8.032194505472030E+001,-2.896785700104828E+001,
9.966536394723986E+009,5.938931846575583E-002,5.360521431235722E-003,-7.795723125717434E+001,-8.286236555353941E+000,-2.449059457588988E+001,2.670854829984310E+000,-7.795723125717434E+001,-2.792152720014080E+001,
9.967757694186615E+009,5.861186921936288E-002,2.434206033593636E-004,-7.411987542466332E+001,-8.263840560948848E+000,-2.464021365476779E+001,2.758422577474494E+000,-7.411987542466332E+001,-2.747738741257328E+001,
9.968978993649242E+009,5.836618964482838E-002,-2.626663647751341E-003,-8.583441950059445E+001,-3.570402432116571E+000,-2.466798635339200E+001,2.726659657988910E+000,-8.583441950059445E+001,-2.428512753811286E+001,
9.970200293111872E+009,5.774561714937015E-002,-5.928766488966516E-003,-8.421848911832409E+001,-7.463717062647811E+000,-2.472407915060727E+001,2.673674649353080E+000,-8.421848911832409E+001,-2.278828824173976E+001,
9.971421592574499E+009,5.659880468616889E-002,-9.896271183160140E-003,-7.280676653555834E+001,-3.832711540750874E+000,-2.481306999887681E+001,2.708698128900235E+000,-7.280676653555834E+001,-2.353577729924304E+001,
9.972642892037128E+009,5.501504441480769E-002,-1.385059934678382E-002,-7.891082657179241E+001,-6.676089792957451E+000,-2.492347267249923E+001,2.663884526707158E+000,-7.891082657179241E+001,-2.320918115771659E+001,
9.973864191499756E+009,5.343024518400229E-002,-1.712723992868121E-002,-7.471714402231780E+001,-6.526838255237407E+000,-2.501946866370015E+001,2.573850369245779E+000,-7.471714402231780E+001,-2.275857238799890E+001,
9.975085490962383E+009,5.159483675852180E-002,-1.959602518680729E-002,-7.523949811644243E+001,-5.597630443144162E+000,-2.516265626440999E+001,2.587432735329627E+000,-7.523949811644243E+001,-2.385586966145941E+001,
9.976306790425013E+009,4.974882459281142E-002,-2.366291476902387E-002,-8.046637349856448E+001,-6.481668562798927E+000,-2.517858607492808E+001,2.572907688926905E+000,-8.046637349856448E+001,-2.479971056500359E+001,
9.977528089887640E+009,4.765334642967571E-002,-2.677003244131744E-002,-8.729985941708212E+001,-1.164790337259463E+001,-2.524695565813263E+001,2.543435359559285E+000,-8.729985941708212E+001,-2.672753924394779E+001,
9.978749389350269E+009,4.553612119042978E-002,-2.991211345699368E-002,-7.468781879572327E+001,-9.839942722852550E+000,-2.527496178152368E+001,2.538855590066387E+000,-7.468781879572327E+001,-2.837776133516061E+001,
9.979970688812897E+009,4.310195826327639E-002,-3.252410297380499E-002,-7.951721463470888E+001,-2.179297691742403E+001,-2.535272642292582E+001,2.553114163122360E+000,-7.951721463470888E+001,-3.025198094374724E+001,
9.981191988275526E+009,3.999105160217428E-002,-3.536685623651934E-002,-8.032720190012333E+001,-1.347300129751376E+001,-2.545140095635599E+001,2.447798919344863E+000,-8.032720190012333E+001,-3.143657444363197E+001,
9.982413287738154E+009,3.757400003650447E-002,-3.796922586711796E-002,-7.953588685819668E+001,-4.929405130284026E+000,-2.544627055594257E+001,2.486125070323065E+000,-7.953588685819668E+001,-2.892749628509915E+001,
9.983634587200781E+009,3.422876387329653E-002,-3.997799027062990E-002,-7.121162098521923E+001,-8.729372287761574E+000,-2.557544065675066E+001,2.417750038244817E+000,-7.121162098521923E+001,-2.832021828825737E+001,
9.984855886663410E+009,3.199890925890743E-002,-4.273056763703301E-002,-8.063084221319596E+001,-6.258479662571896E+000,-2.545180801558279E+001,2.378756767133972E+000,-8.063084221319596E+001,-2.548840290691938E+001,
9.986077186126038E+009,2.827793280441982E-002,-4.474527592288631E-002,-8.015259369172642E+001,-8.193823298380622E+000,-2.552565782991109E+001,2.335437248097072E+000,-8.015259369172642E+001,-2.506971624915434E+001,
9.987298485588667E+009,2.554745445258948E-002,-4.710489416951871E-002,-8.505795854341588E+001,-1.267676694833357E+001,-2.541884602819890E+001,2.335971259039266E+000,-8.505795854341588E+001,-2.435460210493698E+001,
9.988519785051294E+009,2.151310239425421E-002,-4.832459525514553E-002,-7.820234862392911E+001,-1.011981562323799E+001,-2.553139860135374E+001,2.250792054159881E+000,-7.820234862392911E+001,-2.246651641028920E+001,
9.989741084513924E+009,1.842746684916665E-002,-4.935917854443514E-002,-7.282337224128872E+001,-1.821026151358064E+001,-2.556596176689190E+001,2.237910415458196E+000,-7.282337224128872E+001,-2.280261606680795E+001,
9.990962383976551E+009,1.496228696336772E-002,-5.111667076220437E-002,-8.335560183527124E+001,-7.241623775849789E+000,-2.547173721902977E+001,2.274988780499736E+000,-8.335560183527124E+001,-2.436344322031522E+001,
9.992183683439179E+009,1.046083115076826E-002,-5.160830389999178E-002,-8.194754318401076E+001,-1.069368519480130E+001,-2.557074246761282E+001,2.189301125230077E+000,-8.194754318401076E+001,-2.256702982399015E+001,
9.993404982901808E+009,7.495782592989822E-003,-5.216573425744268E-002,-7.540971424151147E+001,-4.059168920909450E+000,-2.556353658707186E+001,2.190617360244052E+000,-7.540971424151147E+001,-2.425603584062331E+001,
9.994626282364435E+009,3.644250069375177E-003,-5.348205915547668E-002,-7.692073752517676E+001,-4.378722660564193E+000,-2.541571990808467E+001,2.142852444046524E+000,-7.692073752517676E+001,-2.638019956846967E+001,
9.995847581827065E+009,-2.787091851860018E-004,-5.398266013212256E-002,-8.246261225969170E+001,-1.320749316712043E+001,-2.535479860212869E+001,2.085947151987184E+000,-8.246261225969170E+001,-2.804512493577332E+001,
9.997068881289692E+009,-3.991586089824399E-003,-5.449228787140022E-002,-8.066183101190870E+001,-1.326069611051043E+001,-2.525005880367495E+001,2.123953439024909E+000,-8.066183101190870E+001,-3.600837610145821E+001,
9.998290180752321E+009,-8.201886539175527E-003,-5.354411176657783E-002,-8.718124931844496E+001,-1.008692679988495E+001,-2.532503945353024E+001,2.092760523284440E+000,-8.718124931844496E+001,-3.198111674079460E+001,
9.999511480214949E+009,-1.204567880825578E-002,-5.337933347819363E-002,-7.445445595760246E+001,-5.521622375773025E+000,-2.523682699145982E+001,2.103605180706065E+000,-7.445445595760246E+001,-2.992669723534703E+001,
1.000073277967758E+010,-1.591316792951198E-002,-5.332643417634606E-002,-7.264361099252152E+001,-8.096085665399029E+000,-2.509067559779146E+001,2.022106171796277E+000,-7.264361099252152E+001,-2.634767289523498E+001,
1.000195407914021E+010,-1.970722354344196E-002,-5.275359102003407E-002,-7.926666023529474E+001,-6.535583738834353E+000,-2.498760477870315E+001,1.988603025662835E+000,-7.926666023529474E+001,-2.500909890705232E+001,
1.000317537860283E+010,-2.262964259515609E-002,-5.141350821851150E-002,-7.923139998722081E+001,-1.532545781864730E+001,-2.500938758844846E+001,1.989065240100965E+000,-7.923139998722081E+001,-2.566913501708017E+001,
1.000439667806546E+010,-2.708587254985797E-002,-5.033444048620211E-002,-7.198184743299572E+001,-1.678587692105114E+001,-2.485824227639730E+001,1.946862698155693E+000,-7.198184743299572E+001,-2.442399822337421E+001,
1.000561797752809E+010,-3.009985856215711E-002,-4.885039446858976E-002,-7.720133077847130E+001,-5.573342075716582E+000,-2.482492350244415E+001,1.907132005530615E+000,-7.720133077847130E+001,-2.314459713559368E+001,
1.000683927699072E+010,-3.376819470463653E-002,-4.704510483604994E-002,-7.361841456988543E+001,-1.277184934580104E+001,-2.474497433472568E+001,1.836827378923375E+000,-7.361841456988543E+001,-2.304568414790764E+001,
1.000806057645335E+010,-3.680261113132317E-002,-4.554269082862235E-002,-8.067517086265869E+001,-4.510637739395754E+000,-2.464887121889001E+001,1.908354064854499E+000,-8.067517086265869E+001,-2.288501656132843E+001,
1.000928187591597E+010,-4.056276030795204E-002,-4.370242408909278E-002,-9.489742582196205E+001,-2.550008210453376E+000,-2.449131150361918E+001,1.897791624520061E+000,-9.489742582196205E+001,-2.492426329644113E+001,
1.001050317537860E+010,-4.380623187071429E-002,-4.097781035011555E-002,-8.034804943649397E+001,-9.074315370708089E+000,-2.443918696880617E+001,1.879348177258020E+000,-8.034804943649397E+001,-2.594521733916622E+001,
1.001172447484123E+010,-4.674985027112475E-002,-3.908904490721347E-002,-8.093551090755403E+001,-9.166428929828005E+000,-2.430216345785411E+001,1.912082750068850E+000,-8.093551090755403E+001,-2.842593704722994E+001,
1.001294577430386E+010,-4.953872120682128E-002,-3.696226535988740E-002,-7.805948489820159E+001,-9.226002490230847E-001,-2.417903218237961E+001,1.951367461235547E+000,-7.805948489820159E+001,-3.202177427482695E+001,
1.001416707376649E+010,-5.261638037124813E-002,-3.411371053746263E-002,-7.626682315560817E+001,-1.117323268349758E+001,-2.405361228049935E+001,1.901129395626083E+000,-7.626682315560817E+001,-3.595954002329048E+001,
1.001538837322912E+010,-5.470935458502298E-002,-3.052443577161851E-002,-7.881139890571794E+001,-2.418783002382287E+001,-2.406176421026584E+001,1.899077040988083E+000,-7.881139890571794E+001,-3.444202123853178E+001,
1.001660967269174E+010,-5.749289403265037E-002,-2.827356550378201E-002,-8.036538230313744E+001,-1.418487112498628E+001,-2.386705102514249E+001,1.849039998194145E+000,-8.036538230313744E+001,-3.274099898846766E+001,
1.001783097215437E+010,-5.978958902678799E-002,-2.535243715267820E-002,-7.419465114413849E+001,-8.584190397033142E+000,-2.374940684176138E+001,1.863420159980289E+000,-7.419465114413849E+001,-2.997861827138849E+001,
1.001905227161700E+010,-6.159932585102143E-002,-2.183495413955122E-002,-8.420715676706527E+001,-1.056335073304195E+001,-2.369445804583318E+001,1.879974826553359E+000,-8.420715676706527E+001,-2.644440847638680E+001,
1.002027357107963E+010,-6.292504484277361E-002,-1.843646657055163E-002,-8.873962805121539E+001,-1.523160589966814E+001,-2.366585625725166E+001,1.822286035421589E+000,-8.873962805121539E+001,-2.453385207954834E+001,
1.002149487054226E+010,-6.488479583745165E-002,-1.458153320099099E-002,-8.044124210491667E+001,-6.828240124693565E+000,-2.354316658495539E+001,1.768437636103694E+000,-8.044124210491667E+001,-2.334804328628166E+001,
1.002271617000489E+010,-6.669643050842657E-002,-1.097129994936753E-002,-8.587736641980622E+001,-6.247434551472621E+000,-2.340199443604265E+001,1.795150405196091E+000,-8.587736641980622E+001,-2.389964821686867E+001,
1.002393746946751E+010,-6.728464745676896E-002,-8.141278331439747E-003,-8.152545371306908E+001,-1.390949714358124E+001,-2.337855882552449E+001,1.772582669532892E+000,-8.152545371306908E+001,-2.486925844179046E+001,
1.002515876893014E+010,-6.851574657478005E-002,-4.482630208472386E-003,-7.694861283515151E+001,-6.345390659526087E+000,-2.326564221537906E+001,1.811758602255056E+000,-7.694861283515151E+001,-2.408228771738553E+001,
1.002638006839277E+010,-6.875707714466132E-002,-4.333826985420232E-004,-9.109815772723546E+001,-9.563983564140814E+000,-2.325347933030610E+001,1.835281110336389E+000,-9.109815772723546E+001,-2.578125692175882E+001,
1.002760136785540E+010,-7.019268115229913E-002,3.348962015027347E-003,-8.086780831402500E+001,-1.525850266578297E+001,-2.306428859404220E+001,1.832173555225992E+000,-8.086780831402500E+001,-2.739209657250298E+001,
1.002882266731803E+010,-7.047555658917391E-002,6.953735174082531E-003,-7.987439886969970E+001,-1.448114022402606E+001,-2.299715336087078E+001,1.830380733243550E+000,-7.987439886969970E+001,-3.174760049994232E+001,
1.003004396678066E+010,-7.035902060518645E-002,1.087393403488024E-002,-8.161831663140612E+001,-6.920181846493196E+000,-2.295109048515256E+001,1.860529367104021E+000,-8.161831663140612E+001,-3.359090697397150E+001,
1.003126526624328E+010,-7.033258357520342E-002,1.483245728821782E-002,-7.447859538805102E+001,-1.701078862162892E+001,-2.286788931594196E+001,1.759699067004121E+000,-7.447859538805102E+001,-3.126810952900406E+001,
1.003248656570591E+010,-6.997662444611109E-002,1.821522012433211E-002,-8.389331416599050E+001,-1.291239176356419E+001,-2.281621042568207E+001,1.762713129597300E+000,-8.389331416599050E+001,-3.111162994597632E+001,
1.003370786516854E+010,-6.987851119329143E-002,2.199816673290779E-002,-8.580552315165095E+001,-8.950277939196759E+000,-2.270274419801994E+001,1.779560345294512E+000,-8.580552315165095E+001,-2.664977277738582E+001,
1.003492916463117E+010,-6.858702031817497E-002,2.632915761780045E-002,-7.041258475028833E+001,-7.124406098390508E+000,-2.267815081717967E+001,1.728708111539457E+000,-7.041258475028833E+001,-2.570938676974279E+001,
1.003615046409380E+010,-6.779772706748141E-002,3.002103087864711E-002,-8.801056177424228E+001,-1.125308830916006E+001,-2.259811529865364E+001,1.805756928345620E+000,-8.801056177424228E+001,-2.617365596931393E+001,
1.003737176355642E+010,-6.628047036709642E-002,3.292603687725381E-002,-7.295494017172773E+001,-1.767645776157809E+001,-2.261439445470972E+001,1.719270628086359E+000,-7.295494017172773E+001,-2.486447678429293E+001,
1.003859306301905E+010,-6.453402039560624E-002,3.648716151907483E-002,-7.998119025216850E+001,-2.208520898422311E+001,-2.259957010127482E+001,1.719137857394113E+000,-7.998119025216850E+001,-2.288086520436836E+001,
1.003981436248168E+010,-6.298608430820060E-002,3.984621876395011E-002,-7.589926609213356E+001,-8.450220600815246E+000,-2.255318441154212E+001,1.674347814353147E+000,-7.589926609213356E+001,-2.346483799225258E+001,
1.004103566194431E+010,-6.157743330868798E-002,4.335908106179862E-002,-7.942189067210173E+001,-4.126584907375654E+000,-2.246279841856488E+001,1.687185601180804E+000,-7.942189067210173E+001,-2.359837851471417E+001,
1.004225696140694E+010,-5.961654992175493E-002,4.599611404346894E-002,-9.092886309686044E+001,-1.154803785115996E+001,-2.246434134631879E+001,1.721820129901898E+000,-9.092886309686044E+001,-2.520231963026778E+001,
1.004347826086957E+010,-5.760548245941819E-002,4.936206898565676E-002,-9.513635385273365E+001,-1.208722600200479E+001,-2.239954259705388E+001,1.680160669935917E+000,-9.513635385273365E+001,-2.614003960943907E+001,
1.004469956033219E+010,-5.545316444156873E-002,5.278295871530803E-002,-7.800392098317384E+001,-1.350209681890457E+001,-2.232021300224896E+001,1.669778542784428E+000,-7.800392098317384E+001,-2.677410380425899E+001,
1.004592085979482E+010,-5.276487976232227E-002,5.577425018286276E-002,-8.031937609152939E+001,-8.321969983549499E+000,-2.229523593176423E+001,1.680452524960935E+000,-8.031937609152939E+001,-3.154146916628656E+001,
1.004714215925745E+010,-5.010504797341658E-002,5.826848478696119E-002,-9.373177925064286E+001,-1.421941356412964E+001,-2.228726253889545E+001,1.611423626075441E+000,-9.373177925064286E+001,-3.356283877213867E+001,
1.004836345872008E+010,-4.706811401900933E-002,6.087168235974527E-002,-7.404638182349495E+001,-6.760512601011945E+000,-2.227621877495040E+001,1.571669221329547E+000,-7.404638182349495E+001,-3.508829612098184E+001,
1.004958475818271E+010,-4.458814136237219E-002,6.304466610675616E-002,-7.639661520519597E+001,-7.886220275527360E+000,-2.224554689940972E+001,1.553330751831318E+000,-7.639661520519597E+001,-3.366882267391321E+001,
1.005080605764533E+010,-4.052950672328529E-002,6.570147320866197E-002,-8.148950108104225E+001,-5.678748646131509E+000,-2.224802965736681E+001,1.498804193830209E+000,-8.148950108104225E+001,-3.061474396761790E+001,
1.005202735710796E+010,-3.796815074456269E-002,6.750617646229025E-002,-8.304365461891705E+001,-7.051849780163581E+000,-2.221945439287309E+001,1.470958796462811E+000,-8.304365461891705E+001,-2.661193401048038E+001,
1.005324865657059E+010,-3.470559000953738E-002,6.915985957600471E-002,-7.701572022856045E+001,-9.040710037682647E+000,-2.222749820251518E+001,1.404695173063008E+000,-7.701572022856045E+001,-2.458074135905440E+001,
1.005446995603322E+010,-3.122265793367753E-002,7.065547561870299E-002,-8.220597520500174E+001,-1.056194801415021E+001,-2.224240279122240E+001,1.374964038725645E+000,-8.220597520500174E+001,-2.526308142679464E+001,
1.005569125549585E+010,-2.790701031889060E-002,7.231709602744574E-002,-7.832275267701485E+001,-5.183046308396563E+000,-2.221229337305829E+001,1.341397073439007E+000,-7.832275267701485E+001,-2.369321547225466E+001,
1.005691255495848E+010,-2.348074527747725E-002,7.318727112154766E-002,-7.721276502526754E+001,-1.333612635819371E+001,-2.228579945602114E+001,1.355828874008363E+000,-7.721276502526754E+001,-2.370759257296521E+001,
1.005813385442110E+010,-2.014273775991948E-002,7.411220677427896E-002,-7.583055156066327E+001,-7.083466467757376E+000,-2.229269528510165E+001,1.310772095584645E+000,-7.583055156066327E+001,-2.393881915475150E+001,
1.005935515388373E+010,-1.682135362885933E-002,7.497175784203386E-002,-7.622047708764120E+001,-1.701905838813785E+001,-2.228874070874020E+001,1.229552419945178E+000,-7.622047708764120E+001,-2.475325388091177E+001,
1.006057645334636E+010,-1.278508236651638E-002,7.557420054312634E-002,-8.469694024094800E+001,-7.945236276449374E+000,-2.230998181954757E+001,1.127298176751424E+000,-8.469694024094800E+001,-2.499922061787020E+001,
1.006179775280899E+010,-9.149642028339013E-003,7.545931244382730E-002,-8.160934197867412E+001,-7.011784837016156E+000,-2.238235707717771E+001,1.137260491305685E+000,-8.160934197867412E+001,-2.557647280846187E+001,
1.006301905227162E+010,-5.043563017906782E-003,7.540255029860246E-002,-7.621847916818069E+001,-1.200644083614186E+001,-2.243289199568523E+001,1.137081894539731E+000,-7.621847916818069E+001,-2.765747977899678E+001,
1.006424035173425E+010,-1.531845455913772E-003,7.581522652876188E-002,-8.123735925495308E+001,-1.088169160127262E+001,-2.240309865313400E+001,1.060125926587353E+000,-8.123735925495308E+001,-2.992737226810268E+001,
1.006546165119687E+010,2.595981851183565E-003,7.623273725948471E-002,-8.121207401537767E+001,-1.311885899440141E+001,-2.235213641717096E+001,9.885050754736370E-001,-8.121207401537767E+001,-2.907146612894644E+001,
1.006668295065950E+010,6.514179056048375E-003,7.460035646141631E-002,-7.735993243837207E+001,-9.323662602361599E+000,-2.251219277696516E+001,9.716050446135527E-001,-7.735993243837207E+001,-3.212305986237188E+001,
1.006790425012213E+010,1.067225364424262E-002,7.437047699547693E-002,-7.537113191117344E+001,-6.907168675686714E+000,-2.248346451821079E+001,9.353632183852192E-001,-7.537113191117344E+001,-2.882598865375961E+001,
1.006912554958476E+010,1.360703805007409E-002,7.234112855820782E-002,-7.902089981436836E+001,-3.594804815948602E+000,-2.266129709619127E+001,9.088750333085762E-001,-7.902089981436836E+001,-2.650466813815934E+001,
1.007034684904739E+010,1.708507544320865E-002,7.206057000955671E-002,-7.914501514653304E+001,-1.657491747857269E+001,-2.260853017280871E+001,8.295531162584729E-001,-7.914501514653304E+001,-2.655355013922191E+001,
1.007156814851002E+010,2.052533702087200E-002,7.019487951654961E-002,-7.878173830120895E+001,-1.741508571606444E+001,-2.271759021732214E+001,8.062266171722455E-001,-7.878173830120895E+001,-2.477973414827980E+001,
1.007278944797264E+010,2.424620386080780E-002,6.882839934258982E-002,-8.396433556574294E+001,-6.017192030764233E+000,-2.273661878145334E+001,7.323972597784398E-001,-8.396433556574294E+001,-2.459856816367706E+001,
1.007401074743527E+010,2.759020502384949E-002,6.662523588690607E-002,-7.899217801739545E+001,-1.516308575700334E+001,-2.283984841190096E+001,7.155982921243717E-001,-7.899217801739545E+001,-2.469001630439111E+001,
1.007523204689790E+010,3.182554503283529E-002,6.482993617555152E-002,-8.243275463157828E+001,-9.036837383154907E+000,-2.282680240604222E+001,7.390308337872177E-001,-8.243275463157828E+001,-2.477647663240022E+001,
1.007645334636053E+010,3.371048275131314E-002,6.253040259389010E-002,-8.647834509184990E+001,-1.860550900311423E+001,-2.297014206438952E+001,7.250961375195875E-001,-8.647834509184990E+001,-2.443506910549146E+001,
1.007767464582316E+010,3.714082672779538E-002,6.034736947063318E-002,-7.664962345170419E+001,-1.860535025773121E+001,-2.299188500183489E+001,6.179511494558690E-001,-7.664962345170419E+001,-2.575135494243894E+001,
1.007889594528578E+010,3.969410300037700E-002,5.779628612626953E-002,-7.168007504665013E+001,-6.240075398306577E+000,-2.308385254381120E+001,6.148357138806874E-001,-7.168007504665013E+001,-2.733987757837753E+001,
1.008011724474841E+010,4.248153788210935E-002,5.472351386409952E-002,-7.594140442281503E+001,-2.627560843087785E+001,-2.318818117503161E+001,6.280597427220690E-001,-7.594140442281503E+001,-2.638363188456474E+001,
